title,price,year,milage,transmission,fuel_type,body_style,engine_size,doors,location,timestamp,link,files,ad_id
Volkswagen Jetta 1.9  S  TDI  PD  4dr,1495,,181000,Manual,Diesel,Saloon,1.9,4.0,County armagh,2023-02-15 19:28:50.343384,usedcarsni.com/2006-Volkswagen-Jetta-1-9-S-TDI-PD-4dr-315039767?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,,315039767
Vauxhall Zafira 1.6i  [115]  Design  5dr,1500,,141000,Manual,Petrol,MPV,1.6,5.0,Coleraine,2023-02-15 19:28:50.344383,usedcarsni.com/2009-Vauxhall-Zafira-1-6i-115-Design-5dr-315076087?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,,315076087
Jaguar XJ Series XJ8  3.5  V8  SE  4dr  Auto,1500,,0,Automatic,Petrol,Saloon,3.6,4.0,Ballyclare,2023-02-15 19:28:50.345884,usedcarsni.com/2003-Jaguar-XJ-Series-XJ8-3-5-V8-SE-4dr-Auto-312487866?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,,312487866
Renault Clio 1.2  TCE  Expression  3dr,1550,,107000,Manual,Petrol,Hatchback,1.1,3.0,Enniskillen,2023-02-15 19:28:50.346884,usedcarsni.com/2008-Renault-Clio-1-2-TCE-Expression-3dr-313631597?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,,313631597
Toyota Corolla Verso 2.2  D-4D  T180  5dr,1550,,110500,Manual,Diesel,MPV,2.2,5.0,Annalong,2023-02-15 19:28:50.988430,usedcarsni.com/2007-Toyota-Corolla-Verso-2-2-D-4D-T180-5dr-313661492?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,313661492
Toyota Yaris 1.0  16v  VVTi  GS  3dr,1550,,56600,Manual,Petrol,Hatchback,1.0,3.0,Kilkeel,2023-02-15 19:28:50.989930,usedcarsni.com/1999-Toyota-Yaris-1-0-16v-VVTi-GS-3dr-314698553?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314698553
Toyota Avensis 2.0  D-4D  T2  5dr,1575,,208000,Manual,Diesel,Estate,2.0,5.0,Armagh,2023-02-15 19:28:50.990930,usedcarsni.com/2009-Toyota-Avensis-2-0-D-4D-T2-5dr-314029884?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314029884
Honda Civic 2.2  i-CTDi  SE  5dr,1650,,220000,Manual,Diesel,Hatchback,2.2,5.0,Coalisland,2023-02-15 19:28:50.992429,usedcarsni.com/2008-Honda-Civic-2-2-i-CTDi-SE-5dr-304766699?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,304766699
Renault Modus 1.2  Expression  5dr  [Euro  4],1650,,62000,Manual,Petrol,MPV,1.1,5.0,Ballymena,2023-02-15 19:28:50.993430,usedcarsni.com/2008-Renault-Modus-1-2-Expression-5dr-Euro-4-314691363?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314691363
Ford C-max 1.6  Zetec  5dr,1650,,147000,Manual,Petrol,MPV,1.6,5.0,Lurgan,2023-02-15 19:28:50.994930,usedcarsni.com/2010-Ford-C-max-1-6-Zetec-5dr-314780440?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314780440
Vauxhall Insignia 2.0  CDTi  SRi  [160]  5dr,1650,,225000,Manual,Diesel,Hatchback,2.0,5.0,Derry,2023-02-15 19:28:50.995930,usedcarsni.com/2009-Vauxhall-Insignia-2-0-CDTi-SRi-160-5dr-314878193?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314878193
Renault Grand Scenic 1.6  16v  VVT  Dynamique  TomTom  5dr,1650,,77000,Manual,Petrol,MPV,1.6,5.0,Enniskillen,2023-02-15 19:28:50.996930,usedcarsni.com/2010-Renault-Grand-Scenic-1-6-16v-VVT-Dynamique-TomTom-5dr-314988103?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314988103
Vauxhall Corsa 1.2i  16V  SXi  3dr,1675,,55000,Manual,Petrol,Hatchback,1.2,3.0,Newry,2023-02-15 19:28:50.998430,usedcarsni.com/2003-Vauxhall-Corsa-1-2i-16V-SXi-3dr-314599339?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314599339
Mazda 2 1.4  Antares  5dr,1785,,70500,Manual 5 speed,Petrol,Hatchback,1.4,5.0,Newtownabbey,2023-02-15 19:28:50.999930,usedcarsni.com/2007-Mazda-2-1-4-Antares-5dr-314731723?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314731723
Toyota Yaris 1.0  VVT-i  T3  3dr,1790,,0,,121000 Miles,Manual,0.0,0.0,3 door,2023-02-15 19:28:51.000930,usedcarsni.com/2006-Toyota-Yaris-1-0-VVT-i-T3-3dr-314475853?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314475853
Daihatsu Terios 1.5  16v,1795,,184467,Manual,Petrol,Hatchback,1.5,5.0,Ballymena,2023-02-15 19:28:51.002431,usedcarsni.com/2010-Daihatsu-Terios-1-5-16v-314591431?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314591431
Ford Fiesta 1.25  Finesse  3dr,1850,,60090,Manual,Petrol,Hatchback,1.2,3.0,Londonderry,2023-02-15 19:28:51.003429,usedcarsni.com/2005-Ford-Fiesta-1-25-Finesse-3dr-315037163?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,315037163
Renault Modus 1.2  Oasis  5dr,1850,,95000,Manual,Petrol,MPV,1.1,5.0,Belfast,2023-02-15 19:28:51.004929,usedcarsni.com/2006-Renault-Modus-1-2-Oasis-5dr-314373453?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314373453
Mazda 2 1.3  TS2  3dr,1950,,100000,Manual,Petrol,Hatchback,1.3,3.0,Belfast,2023-02-15 19:28:51.005929,usedcarsni.com/2008-Mazda-2-1-3-TS2-3dr-315006204?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,315006204
Hyundai i30 1.4  Comfort  5dr,1950,,117000,Manual,Petrol,Hatchback,1.4,5.0,Taylorstown road,2023-02-15 19:28:51.006930,usedcarsni.com/2009-Hyundai-i30-1-4-Comfort-5dr-315124355?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,315124355
Chevrolet Aveo 1.2  LS  5dr,1950,,109304,Manual,Petrol,Hatchback,1.2,5.0,Coleraine,2023-02-15 19:28:51.008429,usedcarsni.com/2009-Chevrolet-Aveo-1-2-LS-5dr-311319392?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,311319392
Peugeot 307 2.0  S  HDi  90  [AC]  5dr,1950,,106000,Manual,Diesel,Hatchback,2.0,5.0,Kesh,2023-02-15 19:28:51.009431,usedcarsni.com/2004-Peugeot-307-2-0-S-HDi-90-AC-5dr-313447432?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,313447432
Volkswagen Beetle 2.0  3dr,1975,,113500,Manual 5 speed,Petrol,Hatchback,2.0,3.0,Newtownabbey,2023-02-15 19:28:51.010429,usedcarsni.com/2003-Volkswagen-Beetle-2-0-3dr-309670779?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,309670779
Peugeot 107 1.0  Urban  5dr,1975,,116814,Manual 5 speed,Petrol,Hatchback,1.0,5.0,Dungannon,2023-02-15 19:28:51.011430,usedcarsni.com/2009-Peugeot-107-1-0-Urban-5dr-311586588?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,311586588
Renault Grand Scenic 1.6  16v  VVT  Dynamique  5dr,2350,,86000,Manual,Petrol,MPV,1.6,5.0,Belfast,2023-02-15 19:28:51.606006,usedcarsni.com/2010-Renault-Grand-Scenic-1-6-16v-VVT-Dynamique-5dr-314728771?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,314728771
Peugeot 3008 1.6  HDi  Sport  5dr,2350,,150000,Manual,Diesel,Sport utility vehicle,1.6,5.0,Castlederg,2023-02-15 19:28:51.607005,usedcarsni.com/2010-Peugeot-3008-1-6-HDi-Sport-5dr-314880800?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,314880800
Ford Fiesta 1.25  Zetec  3dr  [82],2350,,128000,Manual,Petrol,Hatchback,1.2,3.0,Coagh,2023-02-15 19:28:51.608506,usedcarsni.com/2009-Ford-Fiesta-1-25-Zetec-3dr-82-312945519?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,312945519
Mercedes A-Class A180  CDI  Avantgarde  SE  5dr,2395,,97000,Manual,Diesel,Hatchback,2.0,5.0,Newry,2023-02-15 19:28:51.609506,usedcarsni.com/2007-Mercedes-A-Class-A180-CDI-Avantgarde-SE-5dr-309241594?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,309241594
Peugeot 207 1.4  HDi  S  5dr  [AC],2395,,119944,Manual,Diesel,Hatchback,1.4,5.0,County antrim,2023-02-15 19:28:51.610509,usedcarsni.com/2009-Peugeot-207-1-4-HDi-S-5dr-AC-315012342?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,315012342
Volkswagen Golf 2.0  GT  Sport  TDI  3dr,2400,,160000,Manual,Diesel,Hatchback,2.0,3.0,Newry,2023-02-15 19:28:51.612005,usedcarsni.com/2008-Volkswagen-Golf-2-0-GT-Sport-TDI-3dr-314691758?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,314691758
Ford Fiesta 1.6  Style  3dr  Auto  [Climate],2425,,102332,Automatic/Other,Petrol,Hatchback,1.6,3.0,Lurgan,2023-02-15 19:28:51.613006,usedcarsni.com/2008-Ford-Fiesta-1-6-Style-3dr-Auto-Climate-315038635?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,315038635
BMW 3 Series CI,2450,,1214000,Automatic/Other,Petrol,Convertible,2.5,2.0,Newtownabbey,2023-02-15 19:28:51.614506,usedcarsni.com/2003-BMW-3-Series-CI-314692393?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,314692393
Jaguar X-Type 3.0  V6  Sovereign  4dr  Auto,2450,,105000,Automatic/Other,Petrol,Saloon,3.0,4.0,Belfast,2023-02-15 19:28:51.615505,usedcarsni.com/2007-Jaguar-X-Type-3-0-V6-Sovereign-4dr-Auto-314692440?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,314692440
Toyota Yaris 1.0  VVT-i  T2  3dr,2450,,75000,Manual,Petrol,Hatchback,1.0,3.0,Newry,2023-02-15 19:28:51.616506,usedcarsni.com/2008-Toyota-Yaris-1-0-VVT-i-T2-3dr-314737554?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,314737554
Volkswagen Polo 1.2  E  55  5dr,2450,,96924,Manual,Petrol,Hatchback,1.2,5.0,County antrim,2023-02-15 19:28:51.617506,usedcarsni.com/2007-Volkswagen-Polo-1-2-E-55-5dr-315182360?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,315182360
Audi A6 2.0  TDI  DPF  Limited  Edition  4dr  Multitronic,2475,,200000,Semi-Automatic,Diesel,Saloon,2.0,4.0,Lisnaskea,2023-02-15 19:28:51.618506,usedcarsni.com/2008-Audi-A6-2-0-TDI-DPF-Limited-Edition-4dr-Multitronic-314785122?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,314785122
Peugeot 207 1.4  Millesim  3dr,2490,,66049,Manual,Petrol,Hatchback,1.4,3.0,Larne,2023-02-15 19:28:51.620005,usedcarsni.com/2010-Peugeot-207-1-4-Millesim-3dr-315168468?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,315168468
Ford Focus 1.6  TDCi  115  Zetec  5dr,2495,,140000,Manual,Diesel,Hatchback,1.6,5.0,Richill,2023-02-15 19:28:51.621005,usedcarsni.com/2011-Ford-Focus-1-6-TDCi-115-Zetec-5dr-307965554?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,307965554
Mercedes C-Class C220  CDI  Classic  SE  4dr  Auto,2495,,99000,Automatic,Diesel,Saloon,2.1,4.0,Belfast,2023-02-15 19:28:51.622007,usedcarsni.com/2004-Mercedes-C-Class-C220-CDI-Classic-SE-4dr-Auto-307987800?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,307987800
Seat Exeo 2.0  TDI  CR  SE  Tech  4dr  [143],2495,,210000,Manual,Diesel,Saloon,2.0,4.0,Ballyclare,2023-02-15 19:28:51.623505,usedcarsni.com/2010-Seat-Exeo-2-0-TDI-CR-SE-Tech-4dr-143-309792082?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,309792082
Peugeot 308 1.6  HDi  92  Active  5dr,2495,,109131,Manual,Diesel,Hatchback,1.6,5.0,Antrim,2023-02-15 19:28:51.625507,usedcarsni.com/2012-Peugeot-308-1-6-HDi-92-Active-5dr-313077830?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,313077830
Mercedes C-Class C180K  Elegance  SE  4dr  Auto,2495,,78000,Semi-Automatic,Petrol,Saloon,1.8,4.0,Cullybackey,2023-02-15 19:28:51.627005,usedcarsni.com/2005-Mercedes-C-Class-C180K-Elegance-SE-4dr-Auto-313244481?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,313244481
Peugeot 5008 1.6  HDi  110  Sport  5dr,2495,,116000,Manual,Diesel,MPV,1.6,5.0,Mullusk,2023-02-15 19:28:51.628004,usedcarsni.com/2010-Peugeot-5008-1-6-HDi-110-Sport-5dr-314167261?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,314167261
Suzuki Grand Vitara 2.0  16v  5dr,2495,,119000,Manual,Petrol,Sport utility vehicle,2.0,5.0,Ballyclare,2023-02-15 19:28:51.629504,usedcarsni.com/2008-Suzuki-Grand-Vitara-2-0-16v-5dr-314185773?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,314185773
Land Rover Freelander 2.2  Td4  HSE  5dr  Auto,2550,,179000,Automatic/Other,Diesel,Sport utility vehicle,2.2,5.0,Belfast,2023-02-15 19:28:52.230389,usedcarsni.com/2007-Land-Rover-Freelander-2-2-Td4-HSE-5dr-Auto-315045671?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=7&price_from=0&price_to=0&trans_type=0&user_type=0,,315045671
Vauxhall Corsa 1.2i  16V  Design  3dr,2595,,56700,Manual,Petrol,Hatchback,1.2,3.0,Newry,2023-02-15 19:28:52.231389,usedcarsni.com/2009-Vauxhall-Corsa-1-2i-16V-Design-3dr-311589483?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=7&price_from=0&price_to=0&trans_type=0&user_type=0,,311589483
Hyundai i30,2595,,115000,Manual,Petrol,Hatchback,1.6,5.0,Holywood,2023-02-15 19:28:52.232389,usedcarsni.com/2010-Hyundai-i30-313370882?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=7&price_from=0&price_to=0&trans_type=0&user_type=0,,313370882
