title,price,year,milage,transmission,fuel_type,body_style,engine_size,doors,location,timestamp,link,files
SAAB 9-3 1.9TiD  Vector  Sport  Anniversary  [150]  4dr,695,,174906,Manual,Diesel,Saloon,1.9,4.0,Newtownards,2022-10-08 02:14:20.128767,usedcarsni.com/2007-SAAB-9-3-1-9TiD-Vector-Sport-Anniversary-150-4dr-305679261?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,
Vauxhall Corsa 1.0i  12V  Club  3dr,795,,79000,Manual,Petrol,Hatchback,1.0,3.0,Crumlin,2022-10-08 02:14:20.132768,usedcarsni.com/2001-Vauxhall-Corsa-1-0i-12V-Club-3dr-308264171?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,
MINI Hatch 1.4  One  3dr,800,,87300,Manual,Petrol,Hatchback,1.4,3.0,Whitehead,2022-10-08 02:14:20.136769,usedcarsni.com/2007-MINI-Hatch-1-4-One-3dr-308670590?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,
Vauxhall Astra 1.6i  16V  Club  [115]  5dr,995,,172000,Manual,Petrol,Hatchback,1.6,5.0,Enniskillen,2022-10-08 02:14:20.140267,usedcarsni.com/2007-Vauxhall-Astra-1-6i-16V-Club-115-5dr-308517591?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,
Volkswagen Polo 1.4  E  TDI  70  3dr,995,,166000,Manual,Diesel,Hatchback,1.4,3.0,Belfast,2022-10-08 02:14:20.144768,usedcarsni.com/2006-Volkswagen-Polo-1-4-E-TDI-70-3dr-308755612?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,
Mercedes C-Class C220  CDI  Sport  3dr,1150,,180000,Manual,Diesel,Coupe,2.1,3.0,Newry,2022-10-08 02:14:20.149270,usedcarsni.com/2005-Mercedes-C-Class-C220-CDI-Sport-3dr-308605105?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,
Hyundai Tucson 2.0  GSI  5dr  2WD,1200,,158000,Manual,Petrol,Sport utility vehicle,2.0,5.0,Craigavon,2022-10-08 02:14:20.152268,usedcarsni.com/2006-Hyundai-Tucson-2-0-GSI-5dr-2WD-308176430?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,
Ford Fiesta 1.25  Zetec  3dr  [Climate],1200,,102860,Manual,Petrol,Hatchback,1.2,3.0,Bangor,2022-10-08 02:14:20.156769,usedcarsni.com/2007-Ford-Fiesta-1-25-Zetec-3dr-Climate-308502776?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,
Volvo V50 2.0D  R  DESIGN  5dr  Powershift,1250,,177000,Automatic/Other,Diesel,Estate,2.0,5.0,Derry,2022-10-08 02:14:20.161270,usedcarsni.com/2009-Volvo-V50-2-0D-R-DESIGN-5dr-Powershift-308564433?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,
Jaguar X-Type 2.0d  S  4dr,1295,,127500,Manual,Diesel,Saloon,2.0,4.0,County antrim,2022-10-08 02:14:20.167769,usedcarsni.com/2005-Jaguar-X-Type-2-0d-S-4dr-308149543?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,
