title,price,year,milage,transmission,fuel_type,body_style,engine_size,doors,location,timestamp,link,files
Citroen C3 1.1i  Cool  5dr,1495,,93000,Manual,Petrol,Hatchback,1.1,5.0,Belfast,2022-10-06 22:13:06.878695,usedcarsni.com/2008-Citroen-C3-1-1i-Cool-5dr-308520095?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Vauxhall Corsa 1.2i  16V  SXi  3dr,1499,,82737,Manual,Petrol,Hatchback,1.2,3.0,Comber,2022-10-06 22:13:06.881694,usedcarsni.com/2009-Vauxhall-Corsa-1-2i-16V-SXi-3dr-308498803?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Volkswagen Passat 2.0  SE  TDI  4dr  DSG,1500,,190000,Automatic/Other,Diesel,Saloon,2.0,4.0,Belfast,2022-10-06 22:13:06.884695,usedcarsni.com/2007-Volkswagen-Passat-2-0-SE-TDI-4dr-DSG-305126997?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Toyota Corolla 1.4  VVT-i  Colour  Collection  5dr,1500,,105224,Manual,Petrol,Hatchback,1.4,5.0,Newry,2022-10-06 22:13:06.887694,usedcarsni.com/2006-Toyota-Corolla-1-4-VVT-i-Colour-Collection-5dr-308178329?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Renault Clio 1.2  Campus  2007  3dr,1500,,86000,Manual,Petrol,Hatchback,1.1,3.0,Newtownabbey,2022-10-06 22:13:06.891199,usedcarsni.com/2007-Renault-Clio-1-2-Campus-2007-3dr-308502675?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Volkswagen Beetle 1.9  TDi  3dr,1550,,124000,Manual,Diesel,Hatchback,1.9,3.0,County down,2022-10-06 22:13:06.894194,usedcarsni.com/2006-Volkswagen-Beetle-1-9-TDi-3dr-308126671?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Toyota Aygo 1.0  VVT-i  Black  3dr,1575,,102000,Manual,Petrol,Hatchback,1.0,3.0,Warrenpoint,2022-10-06 22:13:06.896694,usedcarsni.com/2007-Toyota-Aygo-1-0-VVT-i-Black-3dr-308670342?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Hyundai Amica 1.1  Atlantic  5dr,1595,,72770,Manual,Petrol,Hatchback,1.1,5.0,County down,2022-10-06 22:13:06.899694,usedcarsni.com/2007-Hyundai-Amica-1-1-Atlantic-5dr-308388438?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
MINI Hatch 1.6  One  3dr,1595,,91000,Manual,Petrol,Hatchback,1.6,3.0,Holywood,2022-10-06 22:13:06.902695,usedcarsni.com/2005-MINI-Hatch-1-6-One-3dr-308448817?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Volkswagen Golf 1.9  S  TDI  5dr,1595,,157000,Manual,Diesel,Hatchback,1.9,5.0,Belfast,2022-10-06 22:13:06.905695,usedcarsni.com/2004-Volkswagen-Golf-1-9-S-TDI-5dr-308516392?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Renault Clio 1.2  TCE  Dynamique  SX  3dr,1600,,113000,Manual,Petrol,Hatchback,1.1,3.0,Limavady,2022-10-06 22:13:06.909694,usedcarsni.com/2008-Renault-Clio-1-2-TCE-Dynamique-SX-3dr-308340553?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Citroen C5 2.0  HDI  16V  VTR+  4dr,1600,,130772,Manual,Diesel,Saloon,2.0,4.0,Ballymoney,2022-10-06 22:13:06.913195,usedcarsni.com/2008-Citroen-C5-2-0-HDI-16V-VTR-4dr-308445667?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Honda Civic 2.2  i-CTDi  SE  5dr,1650,,220000,Manual,Diesel,Hatchback,2.2,5.0,Coalisland,2022-10-06 22:13:06.916694,usedcarsni.com/2008-Honda-Civic-2-2-i-CTDi-SE-5dr-304766699?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Citroen C3 1.1i  Desire  5dr,1650,,65000,Manual,Petrol,Hatchback,1.1,5.0,Coleraine,2022-10-06 22:13:06.920194,usedcarsni.com/2007-Citroen-C3-1-1i-Desire-5dr-306812501?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Volvo V50 2.0D  SE  5dr  [Euro  4],1650,,147380,Manual 6 speed,Diesel,Estate,2.0,5.0,Coleraine,2022-10-06 22:13:06.923194,usedcarsni.com/2006-Volvo-V50-2-0D-SE-5dr-Euro-4-307964207?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Citroen C3 1.4i  Exclusive  2dr,1650,,48809,Manual,Petrol,Convertible,1.4,3.0,County antrim,2022-10-06 22:13:06.926694,usedcarsni.com/2007-Citroen-C3-1-4i-Exclusive-2dr-307988153?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Peugeot 206 2.0  SE  2dr,1650,,72000,Manual,Petrol,Saloon,2.0,2.0,Kilkeel,2022-10-06 22:13:06.930195,usedcarsni.com/2003-Peugeot-206-2-0-SE-2dr-308151973?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Volkswagen Polo 1.2  E  55  3dr,1995,,93000,Manual,Petrol,Hatchback,1.2,3.0,Lisburn,2022-10-06 22:13:07.499742,usedcarsni.com/2006-Volkswagen-Polo-1-2-E-55-3dr-301361693?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Mercedes C-Class C200  CDI  SE  3dr,1995,,146300,Manual,Diesel,Coupe,2.1,3.0,Portadown,2022-10-06 22:13:07.502742,usedcarsni.com/2006-Mercedes-C-Class-C200-CDI-SE-3dr-301822354?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Nissan Micra 1.5  dCi  86  Acenta  5dr,1995,,161000,Manual,Diesel,Hatchback,1.5,5.0,Portadown,2022-10-06 22:13:07.505741,usedcarsni.com/2010-Nissan-Micra-1-5-dCi-86-Acenta-5dr-302372709?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Volkswagen Touran 1.6  S  5dr  [7  Seat],1995,,119000,Manual,Petrol,MPV,1.6,5.0,Holywood,2022-10-06 22:13:07.508741,usedcarsni.com/2005-Volkswagen-Touran-1-6-S-5dr-7-Seat-304856278?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Vauxhall Agila 1.0  12V  Expression  5dr,1995,,75500,Manual,Petrol,Hatchback,1.0,5.0,County down,2022-10-06 22:13:07.511741,usedcarsni.com/2009-Vauxhall-Agila-1-0-12V-Expression-5dr-307882225?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Peugeot 207 1.4  M  play  3dr,1995,,105189,Manual,Petrol,Hatchback,1.4,3.0,Newtownards,2022-10-06 22:13:07.515243,usedcarsni.com/2007-Peugeot-207-1-4-M-play-3dr-307965774?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Toyota Verso 2.2  D-4D  SR  5dr,1995,,149000,Manual,Diesel,MPV,2.2,5.0,Bangor,2022-10-06 22:13:07.518745,usedcarsni.com/2008-Toyota-Verso-2-2-D-4D-SR-5dr-308103932?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Honda Civic 1.4  i-Dsi  SE  5dr,1995,,141000,Manual,Petrol,Hatchback,1.3,5.0,Lisburn,2022-10-06 22:13:07.522241,usedcarsni.com/2007-Honda-Civic-1-4-i-Dsi-SE-5dr-308112257?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Ford Fiesta 1.25  Zetec  3dr  [Climate],1995,,55000,Manual,Petrol,Hatchback,1.2,3.0,Bt8 8fu,2022-10-06 22:13:07.525241,usedcarsni.com/2007-Ford-Fiesta-1-25-Zetec-3dr-Climate-308209791?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
BMW 5 Series 520d  SE  4dr,1995,,166000,Manual,Diesel,Saloon,2.0,4.0,Dungannon,2022-10-06 22:13:07.528742,usedcarsni.com/2007-BMW-5-Series-520d-SE-4dr-308312659?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Volkswagen Polo 1.4  S  75  5dr  [AC],1995,,85000,Manual,Petrol,Hatchback,1.4,5.0,Lisburn,2022-10-06 22:13:07.532242,usedcarsni.com/2003-Volkswagen-Polo-1-4-S-75-5dr-AC-308376691?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Audi A6 2.0  TDI  TDV  S  Line  4dr,1995,,0,,192000 Miles,Manual,0,0,4 door,2022-10-06 22:13:07.535743,usedcarsni.com/2006-Audi-A6-2-0-TDI-TDV-S-Line-4dr-308459353?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Vauxhall Meriva 1.4i  16V  Active  Plus  5dr,1999,,63667,Manual,Petrol,MPV,1.4,5.0,County armagh,2022-10-06 22:13:07.538742,usedcarsni.com/2010-Vauxhall-Meriva-1-4i-16V-Active-Plus-5dr-308620214?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Nissan Sunny 1.6  LX  5dr  Auto,2000,,70000,Automatic,Petrol,Hatchback,1.6,5.0,Portadown,2022-10-06 22:13:07.542242,usedcarsni.com/1995-Nissan-Sunny-1-6-LX-5dr-Auto-281905862?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Vauxhall Astra 1.4i  16V  Energy  5dr,2000,,74477,Manual,Petrol,Hatchback,1.4,5.0,Richhill,2022-10-06 22:13:07.545242,usedcarsni.com/2007-Vauxhall-Astra-1-4i-16V-Energy-5dr-304000519?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Volkswagen Passat 1.9  S  TDI  4dr,2000,,99000,Manual,Diesel,Saloon,1.9,4.0,County down,2022-10-06 22:13:07.548741,usedcarsni.com/2006-Volkswagen-Passat-1-9-S-TDI-4dr-308059194?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Renault Megane 1.5  dCi  86  Expression  5dr,2100,,109875,Manual,Diesel,Hatchback,1.5,5.0,Downpatrick,2022-10-06 22:13:07.552242,usedcarsni.com/2009-Renault-Megane-1-5-dCi-86-Expression-5dr-307882289?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Audi A3 1.9  TDIe  5dr,2100,,190000,Manual,Diesel,Hatchback,1.9,5.0,Larne,2022-10-06 22:13:07.555742,usedcarsni.com/2009-Audi-A3-1-9-TDIe-5dr-308395259?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Renault Megane 1.6  16V  110  Expression  5dr,2125,,85000,Manual,Petrol,Hatchback,1.6,5.0,Belfast,2022-10-06 22:13:07.559241,usedcarsni.com/2009-Renault-Megane-1-6-16V-110-Expression-5dr-308603162?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Mitsubishi Colt 1.1  Black  5dr,2150,,14650,Manual,PETROL,Hatchback,1.1,5.0,Armagh,2022-10-06 22:13:07.562743,usedcarsni.com/2005-Mitsubishi-Colt-1-1-Black-5dr-307240074?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Peugeot 207 1.6  HDi  90  Sport  5dr,2250,,131000,Manual,Diesel,Hatchback,1.6,5.0,Belfast,2022-10-06 22:13:08.164803,usedcarsni.com/2007-Peugeot-207-1-6-HDi-90-Sport-5dr-308552158?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=7&price_from=0&price_to=0&trans_type=0&user_type=0,
Vauxhall Insignia 2.0  CDTi  SRi  [160]  5dr,2250,,153000,Manual,Diesel,Hatchback,2.0,5.0,Tempo,2022-10-06 22:13:08.168302,usedcarsni.com/2012-Vauxhall-Insignia-2-0-CDTi-SRi-160-5dr-308563143?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=7&price_from=0&price_to=0&trans_type=0&user_type=0,
Vauxhall Astra 1.8  VVT  Design  2dr,2295,,94000,Manual,Petrol,Convertible,1.8,3.0,County antrim,2022-10-06 22:13:08.171302,usedcarsni.com/2008-Vauxhall-Astra-1-8-VVT-Design-2dr-282341814?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=7&price_from=0&price_to=0&trans_type=0&user_type=0,
Toyota RAV4 2.0  D-4D  XT-R  5dr,2295,,151000,Manual,Diesel,Sport utility vehicle,2.0,5.0,Portadown,2022-10-06 22:13:08.175301,usedcarsni.com/2005-Toyota-RAV4-2-0-D-4D-XT-R-5dr-290595516?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=7&price_from=0&price_to=0&trans_type=0&user_type=0,
