title,price,year,milage,transmission,fuel_type,body_style,engine_size,doors,location,timestamp,link,files
Vauxhall Zafira 1.6i  Exclusiv  5dr,1500,,173000,Manual,Petrol,MPV,1.6,5.0,Banbridge,2023-01-08 19:50:44.983428,usedcarsni.com/2009-Vauxhall-Zafira-1-6i-Exclusiv-5dr-313160482?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,
Jaguar XJ Series XJ8  3.5  V8  SE  4dr  Auto,1500,,0,Automatic,Petrol,Saloon,3.6,4.0,Ballyclare,2023-01-08 19:50:44.987932,usedcarsni.com/2003-Jaguar-XJ-Series-XJ8-3-5-V8-SE-4dr-Auto-312487866?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,
Honda Civic 2.2  i-CTDi  SE  5dr,1650,,220000,Manual,Diesel,Hatchback,2.2,5.0,Coalisland,2023-01-08 19:50:44.993432,usedcarsni.com/2008-Honda-Civic-2-2-i-CTDi-SE-5dr-304766699?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,
Daihatsu Sirion 1.0  S  5dr,1650,,105000,Manual,Petrol,Hatchback,1.0,5.0,Armagh,2023-01-08 19:50:44.997430,usedcarsni.com/2007-Daihatsu-Sirion-1-0-S-5dr-310951082?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,
Volkswagen Jetta 1.9  S  TDI  PD  4dr,1650,,147000,Manual,Diesel,Saloon,1.9,4.0,Hilltown,2023-01-08 19:50:45.001929,usedcarsni.com/2006-Volkswagen-Jetta-1-9-S-TDI-PD-4dr-313297601?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,
Ford Fusion 1.4  TDCi  Style  5dr  [Climate],1695,,92000,Manual,Diesel,Hatchback,1.4,5.0,County down,2023-01-08 19:50:45.005429,usedcarsni.com/2007-Ford-Fusion-1-4-TDCi-Style-5dr-Climate-313169222?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,
Skoda Fabia 1.2  12V  2  5dr,1750,,103000,Manual,Petrol,Hatchback,1.2,5.0,Magherafelt,2023-01-08 19:50:45.614159,usedcarsni.com/2007-Skoda-Fabia-1-2-12V-2-5dr-312555887?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Vauxhall Agila 1.2i  16V  Design  Edition  5dr,1795,,62000,Manual,Petrol,MPV,1.2,5.0,Omagh,2023-01-08 19:50:45.618159,usedcarsni.com/2004-Vauxhall-Agila-1-2i-16V-Design-Edition-5dr-313232222?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Kia Venga 1.4  CRDi  EcoDynamics  2  5dr,1800,,125546,Manual,Diesel,Hatchback,1.4,5.0,Limavady,2023-01-08 19:50:45.622159,usedcarsni.com/2010-Kia-Venga-1-4-CRDi-EcoDynamics-2-5dr-313294694?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Renault Modus,1850,,93000,Manual,Petrol,MPV,1.4,5.0,Newtownabbey,2023-01-08 19:50:45.628160,usedcarsni.com/2007-Renault-Modus-312806560?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Honda Civic 1.4i  SE  5dr  Auto,1850,,80000,Automatic,Petrol,Hatchback,1.4,0,Co down,2023-01-08 19:50:45.632158,usedcarsni.com/2001-Honda-Civic-1-4i-SE-5dr-Auto-313127709?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Toyota Corolla 1.4  D-4D  T2  5dr,1850,,129328,Manual,DIESEL,Hatchback,1.4,5.0,Comber,2023-01-08 19:50:45.636159,usedcarsni.com/2006-Toyota-Corolla-1-4-D-4D-T2-5dr-311845442?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Kia Rio 1.4  Domino  5dr,1850,,104000,Manual,Petrol,Hatchback,1.4,5.0,Warrenpoint,2023-01-08 19:50:45.641660,usedcarsni.com/2011-Kia-Rio-1-4-Domino-5dr-313018330?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
BMW 3 Series 320d  SE  4dr,1875,,200000,Manual,Diesel,Saloon,2.0,4.0,Ballyhalbert,2023-01-08 19:50:45.645657,usedcarsni.com/2006-BMW-3-Series-320d-SE-4dr-308485824?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Hyundai Matrix 1.6  GSi  5dr  Auto,1895,,91501,Manual,PETROL,MPV,1.6,5.0,Bangor,2023-01-08 19:50:45.649657,usedcarsni.com/2008-Hyundai-Matrix-1-6-GSi-5dr-Auto-311959583?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Ford Mondeo 1.8i  Verona  5dr,1895,,136395,Manual,Petrol,Saloon,1.8,5.0,Ballymena,2023-01-08 19:50:45.654160,usedcarsni.com/1999-Ford-Mondeo-1-8i-Verona-5dr-297996986?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Peugeot 207 1.4  HDi  Verve  3dr,1950,,127000,Manual,Diesel,Hatchback,1.4,3.0,Banbridge,2023-01-08 19:50:45.659658,usedcarsni.com/2009-Peugeot-207-1-4-HDi-Verve-3dr-313048365?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Chevrolet Aveo 1.2  LS  5dr,1950,,109304,Manual,Petrol,Hatchback,1.2,5.0,Coleraine,2023-01-08 19:50:45.664159,usedcarsni.com/2009-Chevrolet-Aveo-1-2-LS-5dr-311319392?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Volkswagen Beetle 1.9  TDi  100  2dr,1950,,90689,Manual,Diesel,Convertible,1.9,2.0,Co tyrone,2023-01-08 19:50:45.668659,usedcarsni.com/2004-Volkswagen-Beetle-1-9-TDi-100-2dr-311787481?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Audi A6 2.0  TDI  TDV  SE  4dr,1950,,168000,Manual,Diesel,Saloon,2.0,4.0,Antrim,2023-01-08 19:50:45.674659,usedcarsni.com/2006-Audi-A6-2-0-TDI-TDV-SE-4dr-313075275?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Volkswagen Beetle 2.0  3dr,1975,,113500,Manual 5 speed,Petrol,Hatchback,2.0,3.0,Newtownabbey,2023-01-08 19:50:45.678659,usedcarsni.com/2003-Volkswagen-Beetle-2-0-3dr-309670779?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Peugeot 107 1.0  Urban  5dr,1975,,116814,Manual 5 speed,Petrol,Hatchback,1.0,5.0,Dungannon,2023-01-08 19:50:45.682658,usedcarsni.com/2009-Peugeot-107-1-0-Urban-5dr-311586588?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Renault Clio 1.2  16V  TomTom  3dr,1975,,70000,Manual,Petrol,Hatchback,1.1,3.0,Strabane,2023-01-08 19:50:45.688659,usedcarsni.com/2008-Renault-Clio-1-2-16V-TomTom-3dr-311488188?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Ford Fusion 1.4  Style  5dr,1995,,90000,Manual,Petrol,Hatchback,1.4,5.0,Armagh,2023-01-08 19:50:45.692657,usedcarsni.com/2007-Ford-Fusion-1-4-Style-5dr-310843739?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Toyota Auris 1.6  VVTi  T3  5dr,1995,,129000,Manual,Petrol,Hatchback,1.6,5.0,Ballymoney,2023-01-08 19:50:45.697159,usedcarsni.com/2009-Toyota-Auris-1-6-VVTi-T3-5dr-311796892?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Vauxhall Corsa 1.4i  16V  Design  5dr,1995,,112000,Manual,Petrol,Hatchback,1.4,5.0,Randalstown,2023-01-08 19:50:45.701657,usedcarsni.com/2008-Vauxhall-Corsa-1-4i-16V-Design-5dr-312005501?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,
Peugeot 207 1.6  HDi  90  S  5dr  [AC],2450,,93585,Manual,Diesel,Estate,1.6,5.0,Armagh,2023-01-08 19:50:46.357658,usedcarsni.com/2008-Peugeot-207-1-6-HDi-90-S-5dr-AC-312788565?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Suzuki Splash 1.2  SZ3  5dr,2450,,78500,Manual,Petrol,Hatchback,1.2,5.0,County tyrone,2023-01-08 19:50:46.362157,usedcarsni.com/2014-Suzuki-Splash-1-2-SZ3-5dr-312848320?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
BMW 3 Series 320i  SE  4dr,2450,,127937,Manual,Petrol,Saloon,2.0,4.0,Ballymena,2023-01-08 19:50:46.366159,usedcarsni.com/2005-BMW-3-Series-320i-SE-4dr-313050616?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Peugeot 307CC 1.6  Allure  2dr,2450,,94000,Manual,Petrol,Convertible,1.6,2.0,Bangor,2023-01-08 19:50:46.373659,usedcarsni.com/2007-Peugeot-307CC-1-6-Allure-2dr-308808529?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Mercedes E-Class E200K  Classic  5dr  Tip  Auto,2475,,139000,Semi-Automatic,Petrol,Estate,1.8,5.0,Newtownabbey,2023-01-08 19:50:46.378158,usedcarsni.com/2005-Mercedes-E-Class-E200K-Classic-5dr-Tip-Auto-310299075?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Ford Focus 1.6  TDCi  115  Zetec  5dr,2495,,140000,Manual,Diesel,Hatchback,1.6,5.0,Richill,2023-01-08 19:50:46.382157,usedcarsni.com/2011-Ford-Focus-1-6-TDCi-115-Zetec-5dr-307965554?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Renault Clio 1.2  16V  Rip  Curl  5dr,2495,,78000,Manual,Petrol,Hatchback,1.1,5.0,Magherafelt,2023-01-08 19:50:46.389659,usedcarsni.com/2007-Renault-Clio-1-2-16V-Rip-Curl-5dr-312543826?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Peugeot 308 1.6  HDi  92  Active  5dr,2495,,109131,Manual,Diesel,Hatchback,1.6,5.0,Antrim,2023-01-08 19:50:46.394658,usedcarsni.com/2012-Peugeot-308-1-6-HDi-92-Active-5dr-313077830?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Seat Exeo 2.0  TDI  CR  SE  Tech  4dr  [143],2495,,210000,Manual,Diesel,Saloon,2.0,4.0,Ballyclare,2023-01-08 19:50:46.401159,usedcarsni.com/2010-Seat-Exeo-2-0-TDI-CR-SE-Tech-4dr-143-309792082?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Mazda 2 1.5  Sport  5dr,2495,,138000,Manual,Petrol,Hatchback,1.5,5.0,Belfast,2023-01-08 19:50:46.406159,usedcarsni.com/2007-Mazda-2-1-5-Sport-5dr-304091318?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Peugeot 206 1.6  HDi  Allure  2dr  [DAC+CC],2495,,100052,Manual,Diesel,Coupe,1.6,2.0,Newtownards,2023-01-08 19:50:46.410159,usedcarsni.com/2006-Peugeot-206-1-6-HDi-Allure-2dr-DAC-CC-306030719?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Mercedes C-Class C220  CDI  Classic  SE  4dr  Auto,2495,,99000,Automatic,Diesel,Saloon,2.1,4.0,Belfast,2023-01-08 19:50:46.416657,usedcarsni.com/2004-Mercedes-C-Class-C220-CDI-Classic-SE-4dr-Auto-307987800?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Peugeot 207 1.4  HDi  Envy  3dr,2495,,143700,Manual,Diesel,Hatchback,1.4,3.0,Ballymoney,2023-01-08 19:50:46.421158,usedcarsni.com/2011-Peugeot-207-1-4-HDi-Envy-3dr-313162412?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Citroen C-Crosser 2.2  HDi  Exclusive  5dr,2499,,140000,Manual,Diesel,MPV,2.2,5.0,Armagh,2023-01-08 19:50:46.425159,usedcarsni.com/2007-Citroen-C-Crosser-2-2-HDi-Exclusive-5dr-312813313?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Vauxhall Insignia 2.0  CDTi  SRi  Nav  [160]  5dr,2499,,124978,Manual,Diesel,Hatchback,2.0,5.0,Dungannon,2023-01-08 19:50:46.429159,usedcarsni.com/2011-Vauxhall-Insignia-2-0-CDTi-SRi-Nav-160-5dr-313047688?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Ford Kuga 2.0  TDCi  Zetec  5dr  2WD,2500,,166000,Manual,Diesel,Sport utility vehicle,2.0,5.0,Armagh,2023-01-08 19:50:46.434659,usedcarsni.com/2010-Ford-Kuga-2-0-TDCi-Zetec-5dr-2WD-312680249?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Audi A4 2.0  TDI  143  SE  4dr,2500,,178028,Manual,Diesel,Saloon,2.0,4.0,Ahoghill,2023-01-08 19:50:46.438160,usedcarsni.com/2008-Audi-A4-2-0-TDI-143-SE-4dr-313069370?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Vauxhall Meriva 1.7  CDTi  16V  [130]  Exclusiv  5dr,2500,,76758,Manual,Diesel,MPV,1.7,5.0,Lurgan,2023-01-08 19:50:46.442659,usedcarsni.com/2011-Vauxhall-Meriva-1-7-CDTi-16V-130-Exclusiv-5dr-313248952?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Mercedes CLK-Class 220  CDi  Sport  2dr  Tip  Auto,2525,,105597,Semi-Automatic,Diesel,Coupe,2.1,2.0,Belfast,2023-01-08 19:50:46.449657,usedcarsni.com/2008-Mercedes-CLK-Class-220-CDi-Sport-2dr-Tip-Auto-309957008?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Chrysler Crossfire 3.2  V6  2dr,2550,,101000,Manual,Petrol,Coupe,3.2,2.0,Limavady,2023-01-08 19:50:46.454157,usedcarsni.com/2004-Chrysler-Crossfire-3-2-V6-2dr-309563033?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,
Vauxhall Agila 1.2  16V  Club  5dr,2650,,130860,Manual,Petrol,Hatchback,1.2,5.0,Coleraine,2023-01-08 19:50:47.090065,usedcarsni.com/2009-Vauxhall-Agila-1-2-16V-Club-5dr-312373764?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=7&price_from=0&price_to=0&trans_type=0&user_type=0,
Peugeot 308 1.6  HDi  90  S  5dr,2650,,96544,Manual,Diesel,Hatchback,1.6,5.0,Londonderry,2023-01-08 19:50:47.101565,usedcarsni.com/2010-Peugeot-308-1-6-HDi-90-S-5dr-313052032?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=7&price_from=0&price_to=0&trans_type=0&user_type=0,
Jaguar X-Type 2.5  V6  SE  4dr,2650,,61500,Manual,Petrol,Saloon,2.5,4.0,Armagh,2023-01-08 19:50:47.110065,usedcarsni.com/2007-Jaguar-X-Type-2-5-V6-SE-4dr-312199256?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=7&price_from=0&price_to=0&trans_type=0&user_type=0,
Ford Focus 2.0  TDCi  CC-3  2dr  [DPF],2675,,81980,Manual,Diesel,Convertible,2.0,2.0,Ballyclare,2023-01-08 19:50:47.124566,usedcarsni.com/2009-Ford-Focus-2-0-TDCi-CC-3-2dr-DPF-312398002?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=7&price_from=0&price_to=0&trans_type=0&user_type=0,
